ticker,name,close,STS,MTS,LTS,BUY_CANDIDATE,SELL_SIGNAL
051910.KS,,312000.0,87.67,78.84,84.4,False,False
000660.KS,,452500.0,80.0,95.0,96.02,False,False
005930.KS,,97700.0,79.57,95.0,95.0,False,False
035420.KS,,260500.0,70.42,85.82,91.74,False,False
068270.KS,,176000.0,52.03,57.77,96.44,False,False
