ticker,close,STS,MTS,LTS,BUY_CANDIDATE,SELL_SIGNAL
005930.KS,92800.0,77.83,94.15,98.64,False,False
000660.KS,409500.0,72.98,92.84,96.54,False,False
035420.KS,258500.0,69.7,79.49,91.19,False,False
051910.KS,292000.0,51.99,80.59,84.95,False,False
068270.KS,171300.0,19.23,26.48,74.37,False,True
