ticker,name
035720,카카오
068270,셀트리온
091990,셀트리온헬스케어
041510,에스엠
086520,에코프로
247540,에코프로비엠
263750,펄어비스
293490,카카오게임즈
214150,클래시스
028300,에이치엘비
