ticker,name,close,STS,MTS,LTS,BUY_CANDIDATE,SELL_SIGNAL
AMD,,238.6,89.05,90.2,95.9,True,False
TSLA,,435.15,40.55,76.6,92.55,False,False
NVDA,,179.83,23.69,71.69,94.71,False,False
AAPL,,249.34,21.53,87.47,97.28,False,False
MSFT,,513.43,15.45,58.01,76.81,False,True
